,tweet
142,"#Messi
-من الاشياء الي محد ذكرها 
هل تعلم ان لاعبين المنتخب السعودي من قوتهم لم يتبادلوا بقمصان المنتخب  الارجنتيني وع رأسهم ميسي 🤷🏻‍♂️😉.
دخول نواف العابد وخروجه هذا يدل ع ان كل لاعب له وظيفته فالملعب ولم يتوانى المدرب  في تغييره ع الفور وتحسب للمدرب."
143,"اعلن عن الحارس 😉

@AlNassrFC"
144,"🚨🚨🚨🚨🚨🚨

الأهلي بحول الله اليوم سيعلن التعاقد مع مهاجم ماكينة تهديفية 💚💚💚✍️🇧🇷😉"
145,سمعتوا آخر نكته بيقولك احمد الشناوى مفوت الماتش لينا عشان عاوز يجى الأهلى دماغ شغاله مبتنامش 😅😅😅😉
146,ونرجع تاني ونقول عيب الكوره الوحيد أنها للجميع ..يعني تخيل انك بتتتاقش مع واحد مش معاه كاس عالم 😂😂😂😂😂😂😂
147,"الوان في الوان 😍
المناكير حبيب البنات بريالين بسس !! 😍✨
الكورة في ملعبك الان 😉👌
#نايس_ون"
148,"زيزو 🗣: لما كسبنا الدوري السنادي ، لقيت حمزة المثلوثي بيقولي أنا إكتشفت إن مصر فيها زملكاوية بس مكنوش بيظهروا.

انا بقلك هيرجعو البلاعات تاني 😉"
149,"قولت من فتره عبدالله السعيد بالزمالك
وع مبدأي ومصمم انه هيجي الزمالك
ومحدش يقولي كبير زي شيكا 🙄🙄
لأن الكبار دول فعلا كبار قيمه بالدوري
وان شاءالله يتحقق احساسي وتتم 
😉🇦🇹🏹"
150,"أنا ليه أعرف أخبار الأهلي من ناس بتكره الأهلي ؟؟؟؟😉🤔😉🤔
الافضل نتابع أخبار الأهلي من صفحة الأهلي ومن الحسابات الأهلوية المحترمة
أما أعداء الأهلي فمكانهم سلة المهملات
#نضف_حسابك"
151,نادي القرن ومش هفسر 😉#الخطيب_درع_الاهلي_وسيفه
152,"مبارات الفيحاء ❗️❗️

واحد يقول ليش الهلال ماطلب تاجيل قبل ؟

انا اقولك لو كان في طرد بالنهائي يوقف اللاعب اول مبارات رسمية وكانت الفيحاء لكن لم يحدث ايقاف او كروت 
لهذا طلبت التأجيل ادارة تعرف ماتفعل يالقراطي 😉"
153,"ارسنال طلع من اليوروباليج😂
يلا عشان يعرفوا يركزوا ع الدوري"
154,علاء صادق في الفيديو الاخير على جثتنا لو الزمالك لبس ازرق في ازرق اهو دا اكبر دليل ان خطاب امبارح مش مفبرك 😉
155,بركاتك حلت على الاهلى يا ابوتوكه كان قدامك عليهم قدم النحس ربنا يديم نحسك عليهم 😉😂
156,الحكم عليك من قبل الآخرين يعني أنك مهم لدرجة أن لديهم الوقت للتفكير فيك والتحدث عنك 😉
157,جماهير الاهلي مش بيعرفو يحفلو زيينا بعني من قبل ميلاعبو ريال مدريد وهما مسكين في خسارتنا من فاركو حتي بعد خسارتهم من ريال مدريد قالو شوفو احنا بنلاعب مين اخسن منتغلب من فاركو وبعد خسارتهم امبارح بردو بيكررو نفس الكلام طب غيرو بس احنا الاصل بردو في التحفيل 😉💪🏹🇦🇹
158,"😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂

لا ماكو شي بس تذكرت القدساويه لما تغير المجلس قالوا راح ناخذ الدوري من المحكمه"
159,"الأهلي رفع ايده من صفقة مصطفى شلبي... وأنا مع الفكرة دي لأن صفقة شلبي للرفاهية مش ضرورية ف أنا ليه أترفه وادفع فيها مبلغ مبالغ فيه؟  مش منطقيّ ! 

بندفع فلوس ف لاعيبة شبه بعض مفيهمش حد استثنائي... ف وفر فلوسك واستثمرها ف شبابك اللي ميقلوش جودة عن الموجودين في السوق..

خللوه 😉"
160,بين الشوطين سالت عواد كان رايح فين عواد كان رايح يشوف ترتيب الأهلي في الدوري 😉
161,توتر حقين الكوره يروع !! اشوا اني م افقه فيها 😂😂😂😂
162,ايوا يا هالاند خلص كل اجوالك بعيد عن الدوري 😂
163,انتوا المفروض تبقوا زعلانين انكوا اخدتوه عشان مش هتشوفوا وشه تاني وهتسمعوا عنه بس ف الاغاني 😏😉 #الدوري
164,"ألف ألف ألف ألف مبررووكك يا زعماء 💙..
مستوى و نتيجة ،، ويل للأندية من شر قد إقترب 😉💙. 

مبرووكك وعقبال الدوري 💙💙💙💙."
165,"تنويه : 
 اللاعب صالح الشهري واللاعب سالم الدوسري من فريق الهلال الزعيييييم 💙💙
 جابوا هدفين على بطل كأس العالم ماهم عجزانين عن الدون 😉"
166,"كدا لو الاهلي خرج من المجموعات خروج الزمالك دا هيهون عالواحد 🤭🤭
اللي هو لا تعايرني ولا اعايرك بجد 😂"
167,النصر يبي الدوري وحارسه نواف العقيدي 😂😂😂
168,الحكم😂😂😂 اقسم بالله اكبر كاره لمدريد معروف
169,والله ما فارقه معاهم المهم الاهلي خسر من صنداونز خمسه😂😂😂😂😂
170,"شباب يد الاهلي2002 هزم المختلط بالقاضية 27/26
ناشئين يد الاهلي 2004 اكتسحوا المختلط 36/33
الترجي هزم المختلط وصعد  سوبر جلوب بقاضية الباشا
وكل دا في أسبوع واحد
دا غير انه اتهزم من الاهلي وصعد  سوبر جلوب  بالقاضية برضه
واضح ان المختلط تخصص  قاضيه 
وكل دا يوم 27😉
يوم قاضية أفشة💋"
171,القم القم قال ايش قال يبغى الدوري 😂
172,"مع السلامه يا غريمي 😉
اشوفك فى الدورى 😅🦅"
173,"محمد معروف حكما للقاء الزمالك وفاركو 😉
مش طالبين منه غير العدل وان شاء الله هنكسب🙏"
174,"بيان مجلس إدارة نادي الزمالك: اكتشفنا صدفة أننا أعضاء مجلس إدارة والموضوع طلع كبير🫣 وربنا يرجعه بالسلامه اللي كان شايل عننا وبيعمل كل حاجه من غير ما نعرف🤝 ، بس منقدرش نمشي لأنه قالنا نستناه لما يرجع 😉
والسلام عليكم ورحمة الله وبركاته"
175,دماغي عاملة ايرور من ساعة ما الحارس صد الكورة ، دا بجد😂
176,"اللاعب يقول؛ ""ثانكيو"" على مرأى ومسمع العالم، ويتم تطبيق النظام المخفف عليه، والمؤدلج  صاحب العقل المؤجر يقحم النصر  بالقضية .. يخرب بيت عقولهم الممسوحة 😂"
177,تحالف #النصر و #الاهلي يواجه زعزعة ومشاكل بالوقت الحالي .. اشبكم ياهوو كنتو حلوين 😂😂😂
178,"انا مواليد سنة ١٩٧٧ 

ومن أهم إنجازات الأهلي في هذا العام تحقيق بطولة الدوري ال١٤ في تاريخه 😉😜😜😜😜😂 

بطوله من ٤٥ سنه 🤝😂😂"
179,"ارجوكم ياليوث ..
لا تلتفتون للكلام اللي يأثر على الفريق ..
بانيغا ليش ما جدد للحين ؟؟
ليش ارون بينتقل للدوري التركي ؟؟
ليش المدرب بيرجع الدوري الاسباني ؟؟

ادعمو الفريق ولا تخلّون مجال لزعزعة النادي ..
ابشّركم الامور طيبه و ""الوعد"" قرّب 😉
الهمّه الهمّه ومؤازرة الفريق ضد ضمك 🫶🏻"
180,الزمالك في افريقيا ما بيعرفش اصل مافيش احتواء هناك 🫣😂
181,"فيفا يعلن مشاركة الأهلي في كأس العالم للأندية 2025
إزاى الكلام دة والزمبلك بطل الدورى والكأس 😳😳😳😂😂😂🥳🥳🥳"
182,"مبروك يا رجاله 
أبطال رغم أنف الكارهين والحاقدين 😉😅

#يلا_يا_اهلي 
#الاهلي_القطن 
#القطن_الكاميروني"
183,نديكم جون و برضو يغلبكم 😂😂😂😂😂
184,"#السعوديه_كرواتيا
الحكم / مخادمة ….كملت 😉😂😂"
185,انتى الاهلى وانا ريال مدريد 😉
186,تم تأجيل المباراه بطلب من الزمالك لخوض مباراه وديه وعليه فإن مصلحه المنتخب تعلو على مصلحه أي نادي هذا ما شاهدناها سابقا 😂وجود لاعبي الزمالك مع اول تجمع للمنتخب مهم جدااا وعلى الزمالك التضحيه من أجل مصر فهو نادي وطني ورئيسه رجل دوووووله 😉#منتخب_مصر
187,"والثاني جاء 😂😂😂

#الاهلي_الرياض"
188,الاهلي بيكسب الزمالك اين كان لون القميص 😂😉😉في كل الاحوال الزمالك باي قميص مغري اوي 😂🥰😉😉😉يلبسلنا الاخضر المباراة الجايه خلينا نسخن 😂😂😂😂ونظبطه كويس🦅🌺🥰❤️
189,اتوهق الحكم 😉
190,ههههههههههههههه عيب يا جدعان .. الاهلي معروف والله 😂😂😂😂😂
