,tweet
163,"#الدحيل_الريان

هههه راحت عليكم اهدافكم الثلاثه تسلل 

لو يلعبون في الدوري القطري 
كان حسبوه ثلاث اهداف لدحيل 
بس راحت عليكم نعلب اسيويه 😂🤣"
164,يعني مثلا مثلا انا انا شخصياً خليني أصير قدوة وأضرب مثال! لحظة ضيّعت لنفسكم عنّي هههه، ايه أنا مثلاً الحين هدفي أستانس أوكيه؟ بس والله ما عندي اي هدف ثاني، لكن شايفين شلون اسوي شي مفيد فطقطقتي؟! لكن لا نويت أتضايق؟! أسوي معجزة كذه تحدي بي الثاني ما أدور أجر من وراه ههههاي.
165,😂😂😂  عمري شفت شي  هجوم ديال فريق كبير بهاد الحالة  هههه
166,اسيست الابا 😨😨😨 تسلل هههه
167,ليفربول حاوية نيوكاسل غير بالكرات الطويلة و دفاع د نيوكاسل گاع ما بغاو يفيقو هههه
168,"#الاهلى_الهلال_السودانى 
زملكاوي يعلن افتتاح 
بوفيه الهلال 😂
بحي شبرا هههه"
169,"#نيوكاسل_ليفربول

هههه طرد لحارس صغير انجلترا #نيوكاسل

😂😂😂😂
لن تجعلوا من الصغير كبير
تعلموا من #مانشيستر_سيتي حتى الفساد وصل انجلترا يحاولون يعطلون الفريق الإماراتي الستي لكن هيهات 
#الحكم_المحلي"
170,هههه الحكم وحش اسطوانة الاهلاوية #الاهلى_الهلال_السودانى
171,هههه دا الاهلي ملط
172,جورجينيو كلاكيت هدف كومباني مع السيتي هههه
173,حارس الاهلي و منتخب مصر هههه
174,"إذًا شفت رئيس وإعلام وجمهور
 اللي بالي بالك يرمي التهم ولا يفتعل مشاكل ولا اثارة موضوع وكله كذب 
اعلم انه يتهرب من شي 
ويبي يلهي الناس عنه
 خذ العلم خلاص فهمنا لهم سنوات  والسيناريو يتكرر هههه 
#نعم_للأجانب_النخبة 
#النصر_التعاون
#الحكم"
175,"بعد دمج نادي الشباب مع الأهلي
ارتحنا من عوار الرأس لا ديربي ولا خساير ولا جمهور يطقطق علينا هههه #دبي_صفراء"
176,هههه المونتهي تداخل في اللعبه ومغطي على الحارس وهو متسلل
177,الغاه هههه!!!! خلاص عطوهم الدوري
178,"رتبوا المجالات الترفيهية حسب الافضلية ، بالنسبة لي 
١- الالعاب 
٢- الافلام
٣- الرياضة بالتحديد الكورة
٤- المسلسلات 
٥- المانجا و الانمي 
٦- الكتب ( بس قاري كتاب واحد هههه)"
179,حفيظ بيقول عالحكم. الحكم المتميز.. هههه
180,كل ماحاولت اتابع الدوري الاوروبي اتعب نفسياً اوكي لعبهم حلو بس مدري وش اشجع فيه؟؟ محب اتابع كذا بدون تعصب هههه
181,هدف غير متوقع هههه
182,فاول للاتفاق يطنشه الحكم وترتد ليسجل الاتحاد هههه مع الحكام مش حتقدر تغمض عينيك !
183,الصراحه افضل ايرا دخلتها ايرا الكورة،متحسفه ان كنت اطنش حماسي وحبي لها قبل معرف ليش بس ممكن trauma التحيز الي احنا عايشينه حولنا وان ما يتابع الكوره الا عيال كانت مأثره هههه
184,الحكم يرش كروت هههه
185,تبي الدوري بنيكتاه والياباني هذا هههه ياراسي
186,"الدوري الفرنسي فلاحين 
الكوبا  دورة ودية
كاس العالم ٧ ماتشات
دور المجموعات في الابطال  ده  لعب عيال

بس توصل لنص نهائي الابطال و تسجل هدفين ولا اروع بس تخسر بسبب  بهايم دفاع و ديمبلي 
هههه  متخاذل  جدا"
187,تسلل هههه
188,تكلمت جيسو عن اللقطة هذي بفلوق باريس🐰: انا مستاءة لانني لم استطع تصوير تلك اللحظة ولكن حوالي الـ4 اشخاص حاولوا ايقافي هههه! حاول الحارس الشخصي لـ تشينغ ايقافي بينما حاول حارسي الشخصي بايقاف حارس تشينغ، كانوا مثل السهم والدرع وكان الموقف مضحكًا جدًا.
189,"#مونديال_الانديه_بالسعوديه
حضر رونالدو الدوري بالطريق ....
كل هذا عشان عجز عن تحقيق اسيا 
جابو العالم عنده هههه"
190,النصراويين يكسرون الخاطر يبون الدوري هههه والله ماتشم بطولة دام الدلمبخ من الريس الى المدرب المخصي الفاشل قايمين على الفريق
191,قرار الازيرق بيكمل الدوري بالرديف يعني الاحتياطي قلنا لكم ذولا ماينفع فيهم الشهره هههه تطورت منفوحه  تكبروا علي الدوري
192,"عبد الغني داس علي رجلو بس مش هنحسبها علشان ميقصدش هههه
#الزمالك"
193,اللاعب الجزائري بلعمري وقع عقد مع الوداد البيضاوي .. وبدء يبكي توحشت امي وابغيت امي هههههههه. هل هدا محترف . بعيد عنكم الاحتراف يا جزائريين . توحش البزوله مسكين ههههه. وهرب عند امه مع الفجر هههه
194,"#الاهلي_العروبه

الحلو لازال في يلو 

هههه"
195,"السنا متحمس برشا نحب نابولي 
تهز بطولة إيطاليا  
أولا البطولة الوحيدة إلي هزتها نابولي كانت موسم 86-87 في عهد الأسطورة مارادونا 
ثانيا عندهم ملاعبي من كوسوفو اللقب متاعو الرحماني 
من العايلة يعني هههه 
ممكن أصولي تطلع بلقانية 🤔🤣هالملاعبي هو أمير الرحماني قلب دفاع رقم 13 💯💗"
196,برونو ماجاب هدف وقام يخرب هههه
197,مهاجمنا يلعب قلب دفاع احسن من ماغواير هههه
198,"عايزه اقول حاجه حصلت معايا من يومين تلاته كدا كنت في البنك الاهلي بدفع مصاريف السكن المهم بعد ما دفعت و و و  و
 الموظف بعد ما اداني البطاقة بتاعتي قالي هاتيها تاني كدا و فجأة ينهار اسود علي الفضايح انتي متصوره وانتي في سنه كام و هههه هو سخيف بس ضحكني بصراحة"
199,يسطا انا فاهم انك بتهرب من افكارك ومشاكلك اللي انت فاكرها كبيرة بس مفيش حاجة كبيرة غير طنطا لانها مركز محافظة الغربية وانت عارف المراكز دايما كبيرة وساعات بتبقي بعيده زي مركز ليفربول هههه مش عارف والله بشوف العيال بتوع الكورة بيتريقوا كده
200,مدريد والهلال يارب يفوز الحكم هههه
201,"#الهلال_وصيف_العالم
الهلال ما ظهر بالبطولات  الا بعد الاحتراف  بالاجانب اللاعبين فيه والدليل مبارات اليوم كاني بين فريقين اجنبيين هههه

النصر اخذ البطولات بشباب ابناء  نفس البلد حاله كحال الاهلي السعودي اان ذاك ."
202,ابغا هدف رابع وبس تكفون هههه
203,هههه الحكم انجليزي ولاعب الهلال خليفه يقوله (والله) #نهايي_كاس_العالم_الانديه
204,ناتشو والله يا ان مادري شلون انت دفاع هههه
205,طلع الهلال الموقوف فترتين احسن من الاهلي المصري الي سجل ودعم والهلال 2العالم الانديه فوارق هههه
206,"لما طفينا التلفزيون وبطلنا نحضر جبتو هدف تاني هههه شقصدكم!""؟"
207,هدف من فاعل خير هههه
208,"هههه مهاجمين الهلال راحوا بانفرادين جابوهم جول 
واحنا الاهلي مش عارفين نجيب مهاجم يخلص لنا الهجمات اللي بتجيله ف بيجلنا جلطة منه"
209,هدف #بن_زيما محرج للدفاع هههه
210,أكبر خديعة وحشوة داروها المغاربة للعرب في كأس العالم بقطر هههه اليوم جماهير الأهلي والهلال شافو الحقيقة وكأنهم لعبو في البرنابيو بإسبانيا.. ههه التصفير على لاعبي الهلال تقول ماشي عرب .. نعم يا سادة ستتجرعون كلكم خيانة العياشة وتندمون على وقوفهم معهم ضد الجزائر
211,الحكم انجليزي وش كنت اتوقع هههه يلعن راسك اللماعي بس
